PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,DIFERENCIA POR PRORRATEO,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA UTILITARIA,TOTAL GASTOS
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 24-COYOACAN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARIA ANGELICA DIAZ DEL CAMPO,04/04/2021,02/06/2021,06/04/2021 02:26:23 a.m.,ACTIVO,,1648189,,,22430.98,,55479.46,,,177798,258702.39,514410.83
PREFO-CAM-20/21,FEDERAL,CIUDAD DE MEXICO,Distrito 11-VENUSTIANO CARRANZA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MIGUEL ANGEL PEREZ LIMON,04/04/2021,02/06/2021,06/04/2021 02:26:23 a.m.,ACTIVO,,1648189,,,22430.98,,108409.24,,150000,177798,73417.19,532055.41
PREFO-CAM-20/21,FEDERAL,GUERRERO,Distrito 9-ACAPULCO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,IRIS ITALIA PEÑALOSA GUTIERREZ,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,43337.65,,61672.08,,82176.81,75071.35,280385.19,542643.08
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 21-AMECAMECA DE JUAREZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GERARDO MARTINEZ VEGA,04/04/2021,02/06/2021,16/04/2021 08:27:07 p.m.,ACTIVO,,1648189,,,18247.95,,25999.09,,,61549.48,282667.61,388464.13
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 22-NAUCALPAN DE JUAREZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,HERSSAEL LOPEZ GARCIA,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,18247.95,,32591.71,,16999.99,61549.48,282667.61,412056.74
PREFO-CAM-20/21,FEDERAL,OAXACA,Distrito 2-TEOTITLAN DE FLORES MAGON,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,RUBEN LUNA RAMIREZ,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,57524.86,,1709.4,,,45015.44,280385.19,384634.89
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 9-COATEPEC,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,INES MARTINEZ TECALT,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,44830.98,,1709.4,,,,280385.19,326925.57
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 9-SAN FELIPE DEL PROGRESO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ERIC RAMIREZ ORTIZ,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,37287.95,,25999.09,,8700,61550.04,282667.61,416204.69
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 20-CD. NEZAHUALCOYOTL,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JOSE CUAUHTEMOC GARCIA ORTEGA,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,18247.95,,32519.53,,10053.33,61549.48,282667.61,405037.9
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 33-CHALCO DE DIAZ COVARRUBIAS,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JUAN JOSE LINO MORENO,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,69451.11,,55408.68,,48373.33,61549.48,282667.61,517450.21
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 36-TEJUPILCO DE HIDALGO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,YOLANDA TOLEDO MONDRAGON,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,89635.72,,25964.6,,69600,61549.48,282667.61,529417.41
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 23-LERMA DE VILLADA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,CARITINA SAENZ VARGAS,04/04/2021,02/06/2021,06/04/2021 02:28:04 a.m.,ACTIVO,,1648189,,,30229.09,,45822.98,,58800,61549.48,282667.61,479069.16
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 4-GUANAJUATO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GRICEL RODRIGUEZ ROBLEDO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,23164.31,,45515.64,,52800,34810.2,131845.19,288135.34
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 2-SAN MIGUEL DE ALLENDE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MIRNA LUNA RODRIGUEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,23164.31,,1709.4,,,34810.2,131845.19,191529.1
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 2-PURUANDIRO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ABRAHAM SOLORZANO SUAREZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,63961.83,,176337.17,,43826.25,65752.6,393559.4,743437.25
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 5-ZAMORA DE HIDALGO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,LUIS AGUSTIN GUILLEN,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,37038.74,,172412.78,,4724.99,65752.6,370059.4,649988.51
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 8-MORELIA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SILVIA TOCAVEN SOLORIO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,38088.74,,197653.85,,79395,65752.6,401094.59,781984.78
PREFO-CAM-20/21,FEDERAL,SONORA,Distrito 6-CD. OBREGON,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ALONSO LARA MARES,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,66857.65,,25309.37,,,173828.03,280385.19,546380.24
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 11-PATZCUARO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARIA TERESA HERNANDEZ RODRIGUEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,53385.54,,172412.78,,,65752.6,370059.4,661610.32
PREFO-CAM-20/21,FEDERAL,BAJA CALIFORNIA,Distrito 6-TIJUANA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,HUGO LEON VALLE,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,97530.99,,25309.37,,,58017,217820.21,398677.57
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 1-LAZARO CARDENAS,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JOSE MARIA MENDOZA BETANCOURT,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,47038.74,,149193.17,,43826.25,65752.6,370059.4,675870.16
PREFO-CAM-20/21,FEDERAL,SINALOA,Distrito 4-GUASAVE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,WENDY YUNIRA CASTRO OSUNA,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,84404.32,,1709.4,,0,66305.14,280385.19,432804.05
PREFO-CAM-20/21,FEDERAL,SINALOA,Distrito 6-MAZATLAN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JUAN MANUEL TOLEDO RAZON,04/04/2021,02/06/2021,16/04/2021 08:05:44 p.m.,ACTIVO,,1648189,,,84404.32,,8257.5,,12000,66305.14,280385.19,451352.15
PREFO-CAM-20/21,FEDERAL,ZACATECAS,Distrito 4-GUADALUPE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JOSE MANUEL GOMEZ LOPEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,100084.32,,1709.4,,,116034,280385.2,498212.92
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 4-SANTIAGO DE QUERETARO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ROSA MARIA ECHEVERRIA PINEDA,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,42964.31,,20244.8,,13200,215190.18,280385.2,571984.49
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 15-IRAPUATO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MAYRA ELIZABETH NEGRETE VACA,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,23164.31,,1709.4,,3920,34810.2,131845.19,195449.1
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 10-MORELIA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JORGE OSNAYA GONZALEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,50959.34,,171510.35,,85170,65752.6,381094.59,754486.88
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 14-ACAMBARO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MA DEL CARMEN ZANATTA ZAGO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,42258.73,,1709.4,,9000,34810.2,131845.19,219623.52
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 7-SAN FRANCISCO DEL RINCON,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,FABRICIO ANTONIO ALEMAN VALADEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,23164.31,,31131.72,,12000,34810.2,131845.19,232951.42
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 6-CIUDAD HIDALGO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,IRAIDA CATALINA QUIROZ MONTES,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,37038.74,,188137.16,,43826.25,65752.6,370059.4,704814.15
PREFO-CAM-20/21,FEDERAL,SONORA,Distrito 1-SAN LUIS RIO COLORADO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JESUS RAFAEL GALINDO MEDINA,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,94857.65,,25309.37,,,173828.04,280385.19,574380.25
PREFO-CAM-20/21,FEDERAL,SONORA,Distrito 4-GUAYMAS,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,FELIPE DAVID MARTINEZ ROBLES,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,66857.65,,25309.37,,,173828.04,280385.19,546380.25
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 17-ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARICRUZ GARCIA RAMIREZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,18247.95,,32626.2,,12000,61549.48,282667.61,407091.24
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 37-CUAUTITLAN,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,NATALIA LOPEZ VAZQUEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,18247.95,,25999.08,,34800,61549.48,282667.61,423264.12
PREFO-CAM-20/21,FEDERAL,MORELOS,Distrito 1-CUERNAVACA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,CYNTHIA MARISELMA PEREZ SUERO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,43710.98,,125319.24,,176975,20916.87,280385.2,647307.29
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 20-COSOLEACAQUE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARTHA DEL CARMEN ORTIZ MOTA,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,44830.98,,1709.4,,,,280385.19,326925.57
PREFO-CAM-20/21,FEDERAL,GUERRERO,Distrito 4-ACAPULCO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,EDGAR HERNANDEZ ALVAR,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,43337.65,,45743.75,,29850,75071.35,280385.19,474387.94
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 8-SALAMANCA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ISRAEL MARMOLEJO ARELLANO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,38580.31,,7428.11,,12000,34810.2,131845.19,224663.81
PREFO-CAM-20/21,FEDERAL,MORELOS,Distrito 3-CUAUTLA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ALDEGUNDO ABURTO GOMEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,43710.98,,12029.13,,16640,20916.87,280385.2,373682.18
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 6-PAPANTLA DE OLARTE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARIA FERNANDA DE LUNA FERRAL,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,44830.98,,1709.4,,,,280385.19,326925.57
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 4-JIQUILPAN DE JUAREZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ISELA OCHOA FLORES,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,49938.74,,174790.56,,,65752.6,370059.4,660541.3
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 10-XALAPA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,IDHEANNA LETICIA GOMEZ ORTIZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,44830.98,,48909.34,,,,280385.19,374125.51
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 18-HUIXQUILUCAN DE DEGOLLADO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,LUCIA PAOLA SAGNELLI LOPEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,18247.95,,220839.09,,,61549.48,282667.61,583304.13
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 40-SAN MIGUEL ZINACANTEPEC,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ERIC CONZUELO GONZALEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,18247.95,,39846.4,,69472,61549.48,282667.61,471783.44
PREFO-CAM-20/21,FEDERAL,SAN LUIS POTOSI,Distrito 2-SOLEDAD DE GRACIANO SANCHEZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JUAN MANUEL NAVARRO MUÑIZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,16084.32,,25309.37,,12760,466865,280385.19,801403.88
PREFO-CAM-20/21,FEDERAL,GUERRERO,Distrito 2-IGUALA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,NADIA GOMEZ JUAREZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,43337.65,,25309.37,,,75071.35,280385.19,424103.56
PREFO-CAM-20/21,FEDERAL,JALISCO,Distrito 3-TEPATITLAN DE MORELOS,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ESCARLETH MARIEL ARECHIGA GUTIERREZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,63964.32,,25309.37,,,25998.06,205685.21,320956.96
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 7-ZACAPU,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JOSE ELEAZAR APARICIO TERCERO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,45438.74,,172412.78,,,65752.6,370059.4,653663.52
PREFO-CAM-20/21,FEDERAL,MORELOS,Distrito 5-YAUTEPEC,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,EMILIO MERINO TORRES,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,43710.98,,48442.68,,27480,20916.88,280385.2,420935.74
PREFO-CAM-20/21,FEDERAL,OAXACA,Distrito 10-MIAHUATLAN DE PORFIRIO DIAZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SARA LAVARIEGA CARDENAS,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,56964.31,,1709.4,,,40015.44,280385.19,379074.34
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 13-ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MARCO ANTONIO JUAREZ COLORADO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,18247.95,,32626.2,,12000,61549.48,282667.61,407091.24
PREFO-CAM-20/21,FEDERAL,QUERETARO,Distrito 5-EL PUEBLITO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JOSE CARLOS BAÑUELOS MIER,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,42964.31,,20136.49,,28000,215190.18,280385.2,586676.18
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 11-COATZACOALCOS,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,CLAUDIO ALONSO TRUJILLO GONZALEZ,04/04/2021,02/06/2021,28/04/2021 10:06:07 p.m.,ACTIVO,,1648189,,,44830.98,,1709.4,,,,280385.19,326925.57
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 28-ZUMPANGO DE OCAMPO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ADRIAN REYES OROPEZA,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,47563.47,,41410.27,,31032,61549.48,282667.61,464222.83
PREFO-CAM-20/21,FEDERAL,VERACRUZ,Distrito 7-MARTINEZ DE LA TORRE,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,NORMA HERRERA LEYVA,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,44830.98,,1709.4,,,,280385.19,326925.57
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 8-TULTITLAN DE MARIANO ESCOBEDO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MAURICIO BARCENAS CEDILLO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,73625.95,,44018.81,,70507.32,61549.48,282667.61,532369.17
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 7-CUAUTITLAN IZCALLI,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ERIKA VIANEY LOPEZ MORENO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,54260.95,,25999.08,,,61549.48,282667.61,424477.12
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 6-LEON,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,KARLA DE LA PUENTE ESCUDERO,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,64788.58,,24075.69,,123280,34810.2,131845.19,378799.66
PREFO-CAM-20/21,FEDERAL,MEXICO,Distrito 19-TLALNEPANTLA DE BAZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,NORA MARGARITA SANTILLAN MARTINEZ,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,21247.95,,35719.43,,11707.32,61549.48,282667.61,412891.79
PREFO-CAM-20/21,FEDERAL,COAHUILA,Distrito 7-SALTILLO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,SOFIA FRANCO VILLALOBOS,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,109044.32,,28194.85,,5000,243454.01,280385.19,666078.37
PREFO-CAM-20/21,FEDERAL,TLAXCALA,Distrito 3-ZACATELCO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GUILLERMO VALENCIA ROJAS,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,86644.32,,31829.81,,20707.32,47669.74,280385.2,467236.39
PREFO-CAM-20/21,FEDERAL,MICHOACAN,Distrito 9-URUAPAN DEL PROGRESO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,GUADALUPE ARACELI MENDOZA ARIAS,04/04/2021,02/06/2021,06/04/2021 02:31:25 a.m.,ACTIVO,,1648189,,,37038.74,,194872.58,,57026.25,65752.6,370059.4,724749.57
PREFO-CAM-20/21,FEDERAL,TABASCO,Distrito 4-VILLAHERMOSA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,MIGUEL VERA HERNANDEZ,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,45204.32,,88384.7,,137454.27,75711.21,280385.2,627139.7
PREFO-CAM-20/21,FEDERAL,TABASCO,Distrito 1-MACUSPANA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ODETTE CAROLINA LASTRA GARCIA,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,45204.32,,29612.05,,11600,75711.21,280385.2,442512.78
PREFO-CAM-20/21,FEDERAL,TABASCO,Distrito 6-VILLAHERMOSA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,NICOLAS HADDAD LOPEZ,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,45204.32,,21504.7,,26850,75711.21,280385.2,449655.43
PREFO-CAM-20/21,FEDERAL,TABASCO,Distrito 3-COMALCALCO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ROSA AURORA HERNANDEZ VELAZQUEZ,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,45204.32,,19606.99,,12725,75711.21,280385.2,433632.72
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 12-CELAYA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ARMANDO MONTIEL SANCHEZ,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,23164.31,,64808.84,,123280,34810.2,131845.19,377908.54
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 1-SAN LUIS DE LA PAZ,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,JOSE BRAULIO FLORES CAMARILLO,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,23164.31,,1709.4,,,34810.2,131845.19,191529.1
PREFO-CAM-20/21,FEDERAL,YUCATAN,Distrito 4-MERIDA,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,ANGEL GARCIA MARTINEZ,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,61257.65,,57748.08,,125617.32,104430.6,280385.2,629438.85
PREFO-CAM-20/21,FEDERAL,GUANAJUATO,Distrito 9-IRAPUATO,DIPUTACION FEDERAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,J JESUS BOLAÑOS AUDIFRED,04/04/2021,02/06/2021,06/04/2021 02:42:54 a.m.,ACTIVO,,1648189,,,23164.31,,43474.91,,118800,34810.2,131845.19,352094.61
